time,email,f,m,l,,school,how,class
1112023 17:30:01,student196@gmail.com,student,stud,196,student196@gmail.comstudent196,Mater Dei High School,Informational posters,Building Construction Technology
1112023 17:49:29,student197@gmail.com,student,stud,197,student197@gmail.comstudent197,Mater Dei High School,High school counselor,Building Construction Technology
1112023 17:48:38,student198@gmail.com,student,stud,198,student198@gmail.comstudent198,Boonville High School,SICTC Information Meeting at High School,Public Safety  Criminal Justice
1112023 18:33:38,student199@gmail.com,student,stud,199,student199@gmail.comstudent199,Castle High School,"High school counselor, SICTC Alumni",Public Safety  Criminal Justice
1112023 17:17:56,student200@gmail.com,student,stud,200,student200@gmail.comstudent200,Reitz High School,SICTC Website,Public Safety  Criminal Justice
1112023 17:17:56,student201@gmail.com,student,stud,201,student201@gmail.comstudent201,Reitz High School,SICTC Website,Culinary Arts
1112023 17:17:56,student202@gmail.com,student,stud,202,student202@gmail.comstudent202,Reitz High School,SICTC Website,Radio  TV  Communications
1112023 17:40:04,student203@gmail.com,student,stud,203,student203@gmail.comstudent203,Gibson Southern High School,College and Careers Day,Public Safety  Criminal Justice
1112023 17:13:53,student204@gmail.com,student,stud,204,student204@gmail.comstudent204,Princeton High School,"High school counselor, SICTC Website, Friend and Family Member, field trip",Public Safety  Criminal Justice
1112023 17:13:53,student205@gmail.com,student,stud,205,student205@gmail.comstudent205,Princeton High School,"High school counselor, SICTC Website, Friend and Family Member, field trip",Radio  TV  Communications
1112023 18:18:41,student206@gmail.com,student,stud,206,student206@gmail.comstudent206,Other,Current SITCTC Student,Culinary Arts
1112023 17:43:50,student207@gmail.com,student,stud,207,student207@gmail.comstudent207,Home School,High school counselor,Culinary Arts
1112023 17:35:03,student208@gmail.com,student,stud,208,student208@gmail.comstudent208,Castle High School,High school counselor,Culinary Arts
1112023 18:06:05,student209@gmail.com,student,stud,209,student209@gmail.comstudent209,Tecumseh High School,Friend and Family Member,Culinary Arts
1112023 18:29:18,student210@gmail.com,student,stud,210,student210@gmail.comstudent210,Boonville High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts
1112023 18:07:53,student211@gmail.com,student,stud,211,student211@gmail.comstudent211,Tecumseh High School,"High school counselor, Friend and Family Member, SICTC Alumni, Current SITCTC Student, SICTC Information Meeting at High School",Culinary Arts
1112023 18:17:27,student212@gmail.com,student,stud,212,student212@gmail.comstudent212,Boonville High School,SICTC Information Meeting at High School,Culinary Arts
1112023 18:03:59,student213@gmail.com,student,stud,213,student213@gmail.comstudent213,Mt. Vernon High School,High school counselor,Culinary Arts
1112023 18:13:31,student214@gmail.com,student,stud,214,student214@gmail.comstudent214,North High School,Friend and Family Member,Culinary Arts
1112023 18:37:03,student215@gmail.com,student,stud,215,student215@gmail.comstudent215,Wood Memorial High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",Culinary Arts
1112023 17:52:11,student216@gmail.com,student,stud,216,student216@gmail.comstudent216,Home School,High school counselor,Culinary Arts
1112023 18:12:41,student217@gmail.com,student,stud,217,student217@gmail.comstudent217,North High School,SICTC Information Meeting at High School,Culinary Arts
1112023 18:16:49,student218@gmail.com,student,stud,218,student218@gmail.comstudent218,Central High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts
1112023 17:35:42,student219@gmail.com,student,stud,219,student219@gmail.comstudent219,Bosse High School,High school counselor,Culinary Arts
1112023 18:08:08,student220@gmail.com,student,stud,220,student220@gmail.comstudent220,Gibson Southern High School,"High school counselor, Informational posters, Current SITCTC Student",Culinary Arts
1112023 17:31:33,student221@gmail.com,student,stud,221,student221@gmail.comstudent221,North Posey High School,"Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Culinary Arts
1112023 18:14:00,student222@gmail.com,student,stud,222,student222@gmail.comstudent222,Central High School,High school counselor,Culinary Arts
1112023 17:36:11,student223@gmail.com,student,stud,223,student223@gmail.comstudent223,Castle High School,High school counselor,Culinary Arts
1112023 17:53:52,student224@gmail.com,student,stud,224,student224@gmail.comstudent224,Reitz High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts
1112023 17:49:03,student225@gmail.com,student,stud,225,student225@gmail.comstudent225,Reitz High School,High school counselor,Culinary Arts
1112023 17:55:02,student226@gmail.com,student,stud,226,student226@gmail.comstudent226,Reitz High School,Friend and Family Member,Culinary Arts
1112023 17:38:50,student227@gmail.com,student,stud,227,student227@gmail.comstudent227,Indiana Connections,Family ,Culinary Arts
1112023 17:29:46,student228@gmail.com,student,stud,228,student228@gmail.comstudent228,North Posey High School,"Facebook, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Culinary Arts
1112023 18:20:39,student229@gmail.com,student,stud,229,student229@gmail.comstudent229,New Tech Institute,Informational posters,Cyber Security
1112023 18:38:39,student230@gmail.com,student,stud,230,student230@gmail.comstudent230,Gibson Southern High School,Friend and Family Member,Cyber Security
1112023 18:14:06,student231@gmail.com,student,stud,231,student231@gmail.comstudent231,Evansville Christian School,Friend and Family Member,Cyber Security
1112023 17:58:07,student232@gmail.com,student,stud,232,student232@gmail.comstudent232,North High School,High school counselor,Cyber Security
1112023 18:08:19,student233@gmail.com,student,stud,233,student233@gmail.comstudent233,Wood Memorial High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",Cyber Security
1112023 18:52:50,student234@gmail.com,student,stud,234,student234@gmail.comstudent234,Castle High School,High school counselor,Cyber Security
1112023 17:58:59,student235@gmail.com,student,stud,235,student235@gmail.comstudent235,Central High School,High school counselor,Cyber Security
1112023 18:49:07,student236@gmail.com,student,stud,236,student236@gmail.comstudent236,North High School,Current SITCTC Student,Cyber Security
1112023 17:55:25,student237@gmail.com,student,stud,237,student237@gmail.comstudent237,North High School,Friend and Family Member,Cyber Security
1112023 18:14:10,student238@gmail.com,student,stud,238,student238@gmail.comstudent238,Castle High School,High school counselor,Cyber Security
1112023 17:58:01,student239@gmail.com,student,stud,239,student239@gmail.comstudent239,Castle High School,"High school counselor, School",Cyber Security
1112023 18:04:38,student240@gmail.com,student,stud,240,student240@gmail.comstudent240,North Posey High School,High school counselor,Cyber Security
1112023 18:23:57,student241@gmail.com,student,stud,241,student241@gmail.comstudent241,,"High school counselor, SICTC Alumni",Diesel Service Technology
1112023 17:31:59,student242@gmail.com,student,stud,242,student242@gmail.comstudent242,South Spencer,"SICTC Website, Friend and Family Member",Automotive Service Technology
1112023 18:21:43,student243@gmail.com,student,stud,243,student243@gmail.comstudent243,Castle High School,Friends,Diesel Service Technology
1112023 17:30:34,student244@gmail.com,student,stud,244,student244@gmail.comstudent244,Castle High School,High school counselor,Diesel Service Technology
1112023 17:17:29,student245@gmail.com,student,stud,245,student245@gmail.comstudent245,Mt. Vernon High School,Friend and Family Member,Diesel Service Technology
1112023 19:05:04,student246@gmail.com,student,stud,246,student246@gmail.comstudent246,Castle High School,High school counselor,Automotive Service Technology
1112023 17:17:29,student247@gmail.com,student,stud,247,student247@gmail.comstudent247,Mt. Vernon High School,Friend and Family Member,Automotive Collision Repair Technology
1112023 17:36:52,student248@gmail.com,student,stud,248,student248@gmail.comstudent248,Central High School,"Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Diesel Service Technology
1122023 6:05:22,student249@gmail.com,student,stud,249,student249@gmail.comstudent249,Reitz High School,"High school counselor, Friend and Family Member",Diesel Service Technology
1112023 19:36:32,student250@gmail.com,student,stud,250,student250@gmail.comstudent250,Castle High School,"High school counselor, SICTC Website, SICTC Alumni, SICTC Information Meeting at High School",Diesel Service Technology
1112023 18:42:42,student251@gmail.com,student,stud,251,student251@gmail.comstudent251,Reitz High School,"Friend and Family Member, SICTC Alumni",Diesel Service Technology
1112023 18:25:41,student252@gmail.com,student,stud,252,student252@gmail.comstudent252,Reitz High School,"High school counselor, Current SITCTC Student",Diesel Service Technology
1112023 17:48:01,student253@gmail.com,student,stud,253,student253@gmail.comstudent253,Mt. Vernon High School,Friend and Family Member,Diesel Service Technology
1112023 18:18:39,student254@gmail.com,student,stud,254,student254@gmail.comstudent254,Gibson Southern High School,"High school counselor, Facebook, Instagram, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",Diesel Service Technology
1112023 17:34:35,student255@gmail.com,student,stud,255,student255@gmail.comstudent255,South Spencer,"High school counselor, Friend and Family Member",Diesel Service Technology
1112023 18:18:31,student256@gmail.com,student,stud,256,student256@gmail.comstudent256,Mater Dei High School,SICTC Information Meeting at High School,Diesel Service Technology
